processo_enquadramento,fornecedor,cnpj_cpf,contratacao_objeto,fundamento_legal,vigencia_inicio,vigencia_fim,contrato_valor_txt,contrato_saldo_bruto,situacao,contrato_currency,contrato_amount
Dispensa,PARKER HANNIFIN INDUSTRIA E,54.823.455/0008-02,União macho:Conector macho,"Dec 2745, 2.4, CAPUT - Dispensa de licitação por valor confo",05/01/2018,16/07/2018,"R$ 11.544,96","R$ 11.544,96",Ativo,R$,11544.96
Dispensa,ROCKWELL AUTOMATION DO BRASIL LTDA,46.323.754/0001-83,LICENÇA SOFTWARE,"Dec 2745, 2.4, CAPUT - Dispensa de licitação por valor confo",05/01/2018,26/02/2018,"R$ 9.402,75","R$ 9.402,75",Ativo,R$,9402.75
Dispensa,GLOBALTEK COMERCIO E REPRESENTACOES,03.905.063/0001-85,CURATIVO EM GEL,"Dispensa, Dec. 2745, 2.4, CAPUT - Contratação Direta",05/01/2018,19/02/2018,"R$ 615,29","R$ -98,45",Concluído,R$,615.29
Dispensa,GLOBALTEK COMERCIO E REPRESENTACOES,03.905.063/0001-85,CURATIVOS,"Dispensa, Dec. 2745, 2.4, CAPUT - Contratação Direta",05/01/2018,26/02/2018,"R$ 14.026,21","R$ 14.026,21",Ativo,R$,14026.21
Dispensa,DARVA OFFSHORE COMERCIO DE MAQUINAS,12.843.366/0001-01,Môdulo eletrônico específico,"Dec 2745, 2.4, CAPUT - Dispensa de licitação por valor confo",05/01/2018,05/06/2018,"R$ 1.400,00","R$ 1.400,00",Ativo,R$,1400.00
Dispensa,COMAPRO COMERCIO E IMPORTACAO LTDA,28.416.873/0002-80,Chave p/fecho da porta,"Dec 2745, 2.4, CAPUT - Dispensa de licitação por valor confo",05/01/2018,20/02/2018,"R$ 1.598,34","R$ 1.598,34",Ativo,R$,1598.34
Dispensa,VCE EFRAIN COMERCIO EIRELI - ME,10.850.350/0001-09,Lâmpada halógena,"Dec 2745, 2.4, CAPUT - Dispensa de licitação por valor confo",05/01/2018,20/02/2018,"R$ 121,06","R$ 121,06",Ativo,R$,121.06
Inexigibilidade,FLOWSERVE DO BRASIL LTDA.,33.273.681/0001-10,sobressalente coque/descoque FLOWSERVE,"Dec 2745, 2.3, A - Aquisição de materiais, equip, gêneros co",05/01/2018,07/06/2018,"R$ 565.015,38","R$ 557.221,78",Ativo,R$,565015.38
Dispensa,ROMA COMERCIO DE METAIS EM GERAL,61.405.627/0001-17,"Barra chata, borda aparada:Cantoneira de aço carbono","Dec 2745, 2.4, CAPUT - Dispensa de licitação por valor confo",05/01/2018,26/02/2018,"R$ 3.972,30","R$ 228,35",Concluído,R$,3972.30
Dispensa,CONEC HOUSE COMERCIO E SERVICOS,00.587.129/0001-48,Mangueira montada,"Dec 2745, 2.4, CAPUT - Dispensa de licitação por valor confo",05/01/2018,26/01/2018,"R$ 870,01","R$ 870,01",Ativo,R$,870.01
Dispensa,NEPASS COMERCIO DE EQUIPAMENTOS,12.403.089/0001-16,Válvula hidrostática,"Dec 2745, 2.4, CAPUT - Dispensa de licitação por valor confo",05/01/2018,26/03/2018,"R$ 3.037,47","R$ 3.037,47",Ativo,R$,3037.47
Dispensa,FLUXO SOLUÇÕES INTEGRADAS LTDA,34.213.025/0006-08,Válvula solenóide,"Dec 2745, 2.4, CAPUT - Dispensa de licitação por valor confo",08/01/2018,16/04/2018,"R$ 22.460,84","R$ 22.460,84",Ativo,R$,22460.84
Dispensa,OMEGA MD COMERCIO DE EQUIPAMENTOS,26.704.749/0001-03,Tampa da bomba PROMINENT,"Dec 2745, 2.4, CAPUT - Dispensa de licitação por valor confo",05/01/2018,10/04/2018,"R$ 4.269,00","R$ 4.269,00",Ativo,R$,4269.00
Dispensa,BIC TESS INDUSTRIAL E COMERCIAL,29.900.263/0001-39,Mangueira montada,"Dec 2745, 2.4, CAPUT - Dispensa de licitação por valor confo",05/01/2018,11/04/2018,"R$ 2.588,54","R$ 2.588,54",Ativo,R$,2588.54
Dispensa,ASCOVAL INDUSTRIA E COMERCIO LTDA,43.021.906/0001-03,Válvula solenóide,"Dec 2745, 2.4, CAPUT - Dispensa de licitação por valor confo",05/01/2018,02/03/2018,"R$ 2.516,43","R$ 2.516,43",Ativo,R$,2516.43
Dispensa,VALUE 2004 COMERCIAL E EQUIPAMENTOS,07.130.239/0001-25,Válvula solenóide,"Dec 2745, 2.4, CAPUT - Dispensa de licitação por valor confo",05/01/2018,21/05/2018,"R$ 1.752,18","R$ 1.752,18",Ativo,R$,1752.18
Dispensa,VINIMAX - COMERCIO DE ARTEFATOS DE,11.970.204/0001-71,ENCERADO 8X8 METROS DE PVC,"Dec 2745, 2.4, CAPUT - Dispensa de licitação por valor confo",05/01/2018,15/02/2018,"R$ 9.152,00","R$ 0,00",Concluído,R$,9152.00
Dispensa,"W & K - INTERMEDIACAO, IMPORTACAO,",22.825.058/0001-07,Engate rápido universal,"Dec 2745, 2.4, CAPUT - Dispensa de licitação por valor confo",05/01/2018,15/02/2018,"R$ 16.500,00","R$ 16.500,00",Ativo,R$,16500.00
Dispensa,FLUXO SOLUÇÕES INTEGRADAS LTDA,34.213.025/0006-08,Kit de selagem:Kit para reparo,"Dispensa, Dec. 2745, 2.4, CAPUT - Contratação Direta",05/01/2018,07/05/2018,"R$ 17.198,38","R$ 17.198,38",Ativo,R$,17198.38
Dispensa,VICEL COMERCIAL IMPORTACAO E,08.347.725/0001-62,Membrana filtrante,"Dispensa, Dec. 2745, 2.4, CAPUT - Contratação Direta",05/01/2018,19/03/2018,"R$ 149.556,37","R$ 0,00",Concluído,R$,149556.37
Dispensa,DISPARCO INDUSTRIA E COMERCIO LTDA,72.954.993/0001-41,SERVIÇOS DE AUDITORIA E GERENCIAMENTO DO SISTEMA DE VAPOR E,"Dec 2745, 2.4, CAPUT - Dispensa de licitação por valor confo",05/01/2018,05/02/2018,"R$ 31.588,20","R$ 8.877,10",Concluído,R$,31588.20
Dispensa,FERRAGENS BRASIL LTDA - EPP,33.158.494/0001-96,Ducha higiênica,"Dec 2745, 2.4, CAPUT - Dispensa de licitação por valor confo",05/01/2018,15/02/2018,"R$ 2.360,00","R$ 218,30",Concluído,R$,2360.00
Dispensa,MMR GLOBAL COMERCIO DE EQUIPAMENTOS,10.439.128/0001-00,Raspador medida 22 x 22 mm,"Dec 2745, 2.4, CAPUT - Dispensa de licitação por valor confo",05/01/2018,26/02/2018,"R$ 1.099,51","R$ 1.099,51",Ativo,R$,1099.51
Dispensa,LION TOOLS EQUIPAMENTOS INDUSTRIAIS,11.608.145/0001-96,Kit para chave de impacto,"Dec 2745, 2.4, CAPUT - Dispensa de licitação por valor confo",05/01/2018,26/02/2018,"R$ 2.024,09","R$ 2,83",Concluído,R$,2024.09
Dispensa,ONORIO LOPES DOS SANTOS QUIMICA,26.701.398/0001-87,Conexão prensável fêmea reto,"Dec 2745, 2.4, CAPUT - Dispensa de licitação por valor confo",05/01/2018,05/02/2018,"R$ 1.910,40","R$ 1.910,40",Cancelado,R$,1910.40
Dispensa,CONTERP - CONSULTORIA E SERVICOS DE,04.487.080/0001-02,Serviço de passagem e retirada de raspadores em poços produt,"Dec 2745, 2.4, CAPUT - Dispensa de licitação por valor confo",26/01/2018,25/04/2018,"R$ 158.531,88","R$ 158.531,88",Ativo,R$,158531.88
Dispensa,RAFAEL DO AMARAL FERNANDES,28.086.211/0001-08,Trava para disjuntor,"Dec 2745, 2.4, CAPUT - Dispensa de licitação por valor confo",05/01/2018,11/04/2018,"R$ 1.564,96","R$ 0,00",Concluído,R$,1564.96
Convite,FLOWSERVE DO BRASIL LTDA.,33.273.681/0001-10,sobressalentes coque/descoque flowserve,"3.1, C - Mínimo de 3 fornecedores, do ramo pertinente ao obj",08/01/2018,07/06/2018,"R$ 842.705,57","R$ 842.705,57",Ativo,R$,842705.57
Dispensa,FRANCA & MARINS LTDA - ME,31.403.264/0001-10,Partes de compressor.,"Dec 2745, 2.4, CAPUT - Dispensa de licitação por valor confo",05/01/2018,09/04/2018,"R$ 2.424,75","R$ 2.424,75",Ativo,R$,2424.75
Dispensa,RUB JO MATERIAIS TECNICOS E,04.303.882/0001-15,"Fita p/amarração poliést. 2,6m 5000kgf","Dec 2745, 2.4, CAPUT - Dispensa de licitação por valor confo",08/01/2018,26/02/2018,"R$ 34.612,50","R$ 34.612,50",Cancelado,R$,34612.50
Dispensa,ENF CARE OFFSHORE LTDA - ME,11.124.892/0001-59,Medicamentos,"Dec 2745, 2.4, CAPUT - Dispensa de licitação por valor confo",05/01/2018,02/02/2018,"R$ 17.827,85","R$ 17.827,85",Ativo,R$,17827.85
Dispensa,HGS VALVULAS CONEXOES E ACESSORIOS,13.595.003/0001-67,BUCHA REDUCAO DE ACO P/TUBO,"Dec 2745, 2.4, CAPUT - Dispensa de licitação por valor confo",05/01/2018,06/03/2018,"R$ 7.090,79","R$ 7.090,79",Ativo,R$,7090.79
Dispensa,FMC TECHNOLOGIES DO BRASIL LTDA.,48.122.295/0026-53,Bujão para árvore de natal seca,"Dec 2745, 2.4, CAPUT - Dispensa de licitação por valor confo",05/01/2018,09/04/2018,"R$ 729,62","R$ 729,62",Ativo,R$,729.62
Dispensa,BORMAX CORREIAS E MANGUEIRAS,56.075.146/0001-50,correia sincronizadora,"Dec 2745, 2.4, CAPUT - Dispensa de licitação por valor confo",08/01/2018,19/01/2018,"R$ 2.086,82","R$ -333,89",Concluído,R$,2086.82
Dispensa,METROHM BRASIL INSTRUMENTACAO,07.748.837/0001-62,Disco espec. p/analis.água Metrohm Engren. espec. p/analis.á,"Dispensa, Dec. 2745, 2.4, CAPUT - Contratação Direta",08/01/2018,19/03/2018,"R$ 1.455,99","R$ -237,24",Concluído,R$,1455.99
Dispensa,S.O.S SUL RESGATE - COMERCIO E,03.928.511/0001-66,Manequim de resgate,"Dec 2745, 2.4, CAPUT - Dispensa de licitação por valor confo",08/01/2018,23/03/2018,"R$ 18.902,43","R$ 18.902,43",Ativo,R$,18902.43
Dispensa,TRADE LAB NEW PRODUTOS E,07.922.266/0001-30,Reagente de nitrito / kit reagente p/ nitrito,"Dec 2745, 2.4, CAPUT - Dispensa de licitação por valor confo",08/01/2018,22/05/2018,"R$ 10.417,99","R$ 10.417,99",Ativo,R$,10417.99
Dispensa,INFRARED SERVICE TECNOLOGIA EM,00.516.634/0001-00,Serviços de análise de amostras de óleo lubrificante: recebi,"Dec 2745, 2.4, CAPUT - Dispensa de licitação por valor confo",10/01/2018,08/07/2018,"R$ 7.772,00","R$ 7.772,00",Ativo,R$,7772.00
Dispensa,SUDPAR - SUDESTE PARAFUSOS E,35.954.452/0001-97,"Cinta carga em poliéster 6t 8,0m","Dec 2745, 2.4, CAPUT - Dispensa de licitação por valor confo",08/01/2018,12/03/2018,"R$ 980,00","R$ 980,00",Ativo,R$,980.00
Dispensa,GE POWER & WATER EQUIPAMENTOS E,01.009.681/0001-11,PRODUTOS QUÍMICOS PARA TRATAMENTO DE AGUA,"Dispensa, Dec. 2745, 2.4, CAPUT - Contratação Direta",08/01/2018,22/01/2018,"R$ 25.188,67","R$ 5.219,59",Concluído,R$,25188.67
Dispensa,REFRIGERACAO ICARAI LTDA EPP,31.541.824/0001-00,"Gás R-123 gás cil. c/45,4Kg","Dec 2745, 2.4, CAPUT - Dispensa de licitação por valor confo",08/01/2018,22/02/2018,"R$ 25.200,00","R$ 25.200,00",Ativo,R$,25200.00
Dispensa,ABELARDO BARBOSA & CIA LTDA,15.173.800/0001-81,Calço latão,"Dec 2745, 2.4, CAPUT - Dispensa de licitação por valor confo",08/01/2018,19/02/2018,"R$ 2.833,71","R$ 0,00",Concluído,R$,2833.71
Dispensa,REFRIGERACAO DUFRIO COMERCIO E,01.754.239/0005-43,"Gás R-22 gás cil. c/13,61Kg","Dec 2745, 2.4, CAPUT - Dispensa de licitação por valor confo",08/01/2018,10/02/2018,"R$ 1.061,48","R$ 1.061,48",Ativo,R$,1061.48
Dispensa,BORBA & LESSA CONSULTÓRIO MÉDICO LT,17.095.820/0001-07,Serviços de exames complementares ocupacionais prestados nas,"Dec 2745, 2.4, CAPUT - Dispensa de licitação por valor confo",01/01/2018,01/07/2018,"R$ 3.998,99","R$ 2.898,99",Ativo,R$,3998.99
Dispensa,CARDIOCENTRO SAO LUCAS S/C LTDA,40.986.515/0001-27,Serviços de exames complementares ocupacionais prestados nas,"Dec 2745, 2.4, CAPUT - Dispensa de licitação por valor confo",01/01/2018,01/07/2018,"R$ 3.880,31","R$ 3.755,30",Ativo,R$,3880.31
Dispensa,INSTITUTO DE OLHOS DE NATAL LTDA,11.934.718/0001-71,Serviços de exames complementares ocupacionais prestados nas,"Dec 2745, 2.4, CAPUT - Dispensa de licitação por valor confo",01/01/2018,01/07/2018,"R$ 3.965,18","R$ 3.278,90",Ativo,R$,3965.18
Dispensa,INSTITUTO DE RADIOLOGIA DE NATAL,08.419.947/0001-43,Serviços de exames complementares ocupacionais prestados nas,"Dec 2745, 2.4, CAPUT - Dispensa de licitação por valor confo",01/01/2018,01/07/2018,"R$ 3.998,99","R$ 3.882,02",Ativo,R$,3998.99
Dispensa,CLINICA PEDRO CAVALCANTI LTDA,09.398.447/0001-35,EXAMES RADIOLÓGICOS E/OU POR IMAGEM,"Dec 2745, 2.4, CAPUT - Dispensa de licitação por valor confo",01/01/2018,01/07/2018,"R$ 3.998,99","R$ 3.998,99",Ativo,R$,3998.99
Dispensa,PRO AUDIO LTDA - ME,02.490.820/0001-34,Serviços de exames complementares ocupacionais prestados nas,"Dec 2745, 2.4, CAPUT - Dispensa de licitação por valor confo",01/01/2018,01/07/2018,"R$ 3.998,99","R$ 3.998,99",Ativo,R$,3998.99
Dispensa,PRONTOCLINICA DE OLHOS LTDA,09.415.258/0001-23,Serviços de exames complementares ocupacionais prestados nas,"Dec 2745, 2.4, CAPUT - Dispensa de licitação por valor confo",01/01/2018,01/07/2018,"R$ 3.998,99","R$ 3.464,83",Ativo,R$,3998.99
Dispensa,CENTRO DE ANALISES CLIN E IMUNOL DE,12.755.732/0001-70,Serviços de exames complementares ocupacionais prestados nas,"Dec 2745, 2.4, CAPUT - Dispensa de licitação por valor confo",01/01/2018,01/07/2018,"R$ 3.328,00","R$ 2.723,08",Ativo,R$,3328.00
Dispensa,CLINICA OITAVA ROSADO LTDA,40.996.860/0001-41,Serviços de exames complementares ocupacionais prestados nas,"Dec 2745, 2.4, CAPUT - Dispensa de licitação por valor confo",01/01/2018,01/07/2018,"R$ 3.998,99","R$ 3.874,22",Ativo,R$,3998.99
Dispensa,COE RIO CENTRO DE OFTALMOLOGIA ESP,40.263.725/0001-97,EXAME PERIÓDICO,"Dec 2745, 2.4, CAPUT - Dispensa de licitação por valor confo",08/01/2018,08/01/2018,"R$ 755,19","R$ 0,00",Concluído,R$,755.19
Inexigibilidade,BLOOMBERG FINANCE LP,EXTERNO,Agencia noticiosa no exterior,"Dec 2745, 2.3, B - Serviços técnicos de natureza singular (p",02/01/2018,02/01/2018,"US$ 6.870,00","US$ 0,00",Concluído,US$,6870.00
Dispensa,WILLY INSTRUMENTOS DE MEDICAO E,07.645.541/0001-16,"ITEM 10:Pressostato : pressão diferencial : faixa 0,3 a 2 ba","Dec 2745, 2.4, CAPUT - Dispensa de licitação por valor confo",15/01/2018,02/04/2018,"R$ 6.787,67","R$ 6.787,67",Ativo,R$,6787.67
Dispensa,CLAUDINEI SILVA CARDOSO INFORMATICA,24.396.546/0001-71,MANUTENÇÃO EM EQUIP. TELECOMUN. - C/MAT.,"Dec 2745, 2.4, CAPUT - Dispensa de licitação por valor confo",10/01/2018,13/01/2018,"R$ 380,00","R$ 380,00",Concluído,R$,380.00
Dispensa,GONZAGA DISTRIBUIDORA DE ALIMENTOS,13.446.611/0001-00,COPOS DESCARTÁVEIS.,"Dec 2745, 2.4, CAPUT - Dispensa de licitação por valor confo",09/01/2018,17/01/2018,"R$ 3.727,50","R$ 0,00",Concluído,R$,3727.50
Dispensa,SUDPAR - SUDESTE PARAFUSOS E,35.954.452/0001-97,Corrente de isolamento,"Dec 2745, 2.4, CAPUT - Dispensa de licitação por valor confo",05/01/2018,12/03/2018,"R$ 500,27","R$ -30,02",Concluído,R$,500.27
Dispensa,"AY MANUTENCAO INDUSTRIAL,",23.045.430/0001-25,Retentor de óleo:Jogo de palhetas,"Dec 2745, 2.4, CAPUT - Dispensa de licitação por valor confo",05/01/2018,18/05/2018,"R$ 3.990,20","R$ 534,77",Ativo,R$,3990.20
Dispensa,CAMPOS EQUIPAMENTOS E REFRIGERACAO,08.238.974/0001-10,Ares-condicionados split,"Dec 2745, 2.4, CAPUT - Dispensa de licitação por valor confo",05/01/2018,07/02/2018,"R$ 81.000,00","R$ 9.720,00",Concluído,R$,81000.00
Dispensa,IKT ENGENHARIA INDUSTRIA E COMERCIO,13.603.312/0001-31,Colar para tubo,"Dec 2745, 2.4, CAPUT - Dispensa de licitação por valor confo",10/01/2018,09/07/2018,"R$ 600,00","R$ 600,00",Ativo,R$,600.00
Dispensa,SUDPAR - SUDESTE PARAFUSOS E,35.954.452/0001-97,parafusos e porcas,"Dec 2745, 2.4, CAPUT - Dispensa de licitação por valor confo",05/01/2018,07/03/2018,"R$ 2.930,00","R$ 2.930,00",Ativo,R$,2930.00
Dispensa,P S PARAFUSOS E SEGURANCA LTDA,09.076.777/0001-04,sobressalentes diversos,"Dec 2745, 2.4, CAPUT - Dispensa de licitação por valor confo",05/01/2018,26/01/2018,"R$ 1.604,02","R$ 127,81",Concluído,R$,1604.02
Dispensa,M V P SANTOS COMERCIO E SERVICOS,25.172.827/0001-03,Parafuso auto-rosc tam 8 x comp 2,"Dec 2745, 2.4, CAPUT - Dispensa de licitação por valor confo",05/01/2018,07/03/2018,"R$ 363,20","R$ 363,20",Cancelado,R$,363.20
Dispensa,P S PARAFUSOS E SEGURANCA LTDA,09.076.777/0001-04,telas,"Dec 2745, 2.4, CAPUT - Dispensa de licitação por valor confo",05/01/2018,12/01/2018,"R$ 3.154,04","R$ 79,00",Concluído,R$,3154.04
Dispensa,MERSE ARTIGOS PARA LABORATORIOS LTD,68.877.752/0003-30,VIDRARIA,"Dispensa, Dec. 2745, 2.4, CAPUT - Contratação Direta",05/01/2018,22/01/2018,"R$ 580,00","R$ 0,00",Concluído,R$,580.00
Dispensa,JGB EQUIPAMENTOS DE SEGURANCA SA,90.278.565/0001-28,Calça de proteção:Camisa de proteção,"Dec 2745, 2.4, CAPUT - Dispensa de licitação por valor confo",05/01/2018,20/02/2018,"R$ 5.591,47","R$ -615,06",Concluído,R$,5591.47
Dispensa,NETUNO COMERCIAL ELETRICA LTDA - ME,22.186.644/0001-59,Cabo elétrico para instalação predial,"Dec 2745, 2.4, CAPUT - Dispensa de licitação por valor confo",05/01/2018,05/02/2018,"R$ 420,00","R$ 0,00",Concluído,R$,420.00
Dispensa,SELCO TECNOLOGIA E INDUSTRIA LTDA,53.902.607/0001-23,Anel de compressão,"Dec 2745, 2.4, CAPUT - Dispensa de licitação por valor confo",05/01/2018,10/04/2018,"R$ 33.116,74","R$ 33.116,74",Ativo,R$,33116.74
Dispensa,LESER VALVULAS DE SEGURANCA LTDA,02.917.178/0001-27,Conjunto corpo-sede:Disco p/valvula segurança e alivio,"Dispensa, Dec. 2745, 2.4, CAPUT - Contratação Direta",05/01/2018,12/02/2018,"R$ 7.145,31","R$ 116,19",Concluído,R$,7145.31
Dispensa,UNITECH COMERCIAL DE INSTRUMENTOS,04.294.185/0001-45,Bomba de sucção de amostragem,"Dec 2745, 2.4, CAPUT - Dispensa de licitação por valor confo",05/01/2018,14/05/2018,"R$ 8.394,79","R$ 8.394,79",Ativo,R$,8394.79
Dispensa,SUDPAR - SUDESTE PARAFUSOS E,35.954.452/0001-97,Arco de serra ajustável,"Dec 2745, 2.4, CAPUT - Dispensa de licitação por valor confo",05/01/2018,06/04/2018,"R$ 84,01","R$ -6,72",Concluído,R$,84.01
Dispensa,BAGAREL COMERCIO DE INSTRUMENTOS,13.562.913/0001-43,Anemômetro portátil digital,"Dec 2745, 2.4, CAPUT - Dispensa de licitação por valor confo",06/01/2018,21/02/2018,"R$ 775,00","R$ -62,00",Concluído,R$,775.00
Dispensa,GARDNER DENVER NASH BRASIL,60.882.776/0001-04,sobressalentes bombas Nash,"Dispensa, Dec. 2745, 2.4, CAPUT - Contratação Direta",09/01/2018,20/02/2018,"R$ 23.788,21","R$ 23.788,21",Ativo,R$,23788.21
Dispensa,INDUSTRIAS BRASILEIRAS DE ARTIGOS,61.442.737/0002-30,CIMENTO REFRATÁRIO,"Dec 2745, 2.4, CAPUT - Dispensa de licitação por valor confo",09/01/2018,22/01/2018,"R$ 6.696,90","R$ 1.348,76",Concluído,R$,6696.90
Dispensa,TAPECARIA FLAVIENSE EIRELI - EPP,01.444.685/0001-28,Persiana horizontal,"Dec 2745, 2.4, CAPUT - Dispensa de licitação por valor confo",08/01/2018,20/02/2018,"R$ 1.349,10","R$ 1.349,10",Ativo,R$,1349.10
Dispensa,H & H COMERCIAL OFFSHORE LTDA ME,24.281.528/0001-44,Fresa de topo:Jogo de chave  L  tipo TORX:Carro manual,"Dec 2745, 2.4, CAPUT - Dispensa de licitação por valor confo",08/01/2018,05/03/2018,"R$ 8.556,14","R$ 7.756,05",Ativo,R$,8556.14
Dispensa,HAENKE TUBOS FLEXIVEIS LTDA.,55.140.099/0001-19,TUBO METÁLICO FLEXÍVEL,"Dec 2745, 2.4, CAPUT - Dispensa de licitação por valor confo",09/01/2018,22/02/2018,"R$ 29.452,30","R$ 5.931,70",Concluído,R$,29452.30
Dispensa,ORGAX SUPPLY LTDA - ME,19.376.594/0001-68,Cartão eletrônico específico,"Dec 2745, 2.4, CAPUT - Dispensa de licitação por valor confo",08/01/2018,16/04/2018,"R$ 2.717,00","R$ 2.717,00",Ativo,R$,2717.00
Dispensa,CONAUT CONTROLES AUTOMATICOS LTDA,60.659.166/0001-46,Placa específica,"Dec 2745, 2.4, CAPUT - Dispensa de licitação por valor confo",08/01/2018,15/03/2018,"R$ 70.722,04","R$ 70.722,04",Ativo,R$,70722.04
Dispensa,WEB NORDESTE LTDA,05.124.161/0001-00,Selo p/ suspensor produção superf.,"Dispensa, Dec. 2745, 2.4, CAPUT - Contratação Direta",08/01/2018,15/02/2018,"R$ 1.134,90","R$ -68,09",Concluído,R$,1134.90
Dispensa,PARKER HANNIFIN INDUSTRIA E,54.823.455/0007-21,Membrana,"Dispensa, Dec. 2745, 2.4, CAPUT - Contratação Direta",08/01/2018,05/04/2018,"R$ 536.371,87","R$ 536.371,87",Ativo,R$,536371.87
Dispensa,SUDPAR - SUDESTE PARAFUSOS E,35.954.452/0001-97,Chumbador para concreto,"Dec 2745, 2.4, CAPUT - Dispensa de licitação por valor confo",08/01/2018,15/03/2018,"R$ 680,38","R$ 22,12",Concluído,R$,680.38
Dispensa,DARVA OFFSHORE COMERCIO DE MAQUINAS,12.843.366/0001-01,Placa específica,"Dec 2745, 2.4, CAPUT - Dispensa de licitação por valor confo",08/01/2018,16/08/2018,"R$ 2.349,99","R$ 2.349,99",Ativo,R$,2349.99
Dispensa,COMMANDERS IND E COM DE CONFECCOES,01.699.525/0001-20,Calça de proteção,"Dec 2745, 2.4, CAPUT - Dispensa de licitação por valor confo",08/01/2018,15/03/2018,"R$ 1.942,57","R$ 1.942,57",Ativo,R$,1942.57
Dispensa,COMMANDERS IND E COM DE CONFECCOES,01.699.525/0001-20,Camisa de proteção,"Dec 2745, 2.4, CAPUT - Dispensa de licitação por valor confo",05/01/2018,12/03/2018,"R$ 1.818,75","R$ 1.818,75",Ativo,R$,1818.75
Dispensa,FILTREX INDUSTRIA E COMERCIO DE,29.794.054/0001-58,Elemento filtrante,"Dec 2745, 2.4, CAPUT - Dispensa de licitação por valor confo",05/01/2018,19/02/2018,"R$ 389,99","R$ 389,99",Ativo,R$,389.99
Dispensa,COPABO INDUSTRIA E COMERCIO DE,62.238.043/0001-67,Mangueira montada,"Dec 2745, 2.4, CAPUT - Dispensa de licitação por valor confo",08/01/2018,21/05/2018,"R$ 85.768,41","R$ 85.768,41",Ativo,R$,85768.41
Dispensa,AURILABOR COMERCIAL LTDA - ME,05.347.036/0001-60,Frasco lavador gases Dreschel:Proveta de laboratório,"Dec 2745, 2.4, CAPUT - Dispensa de licitação por valor confo",05/01/2018,19/02/2018,"R$ 684,00","R$ -50,05",Concluído,R$,684.00
Dispensa,HERO SUPRIMENTOS INDUSTRIAIS LTDA -,15.234.146/0001-79,Filtro do combustível,"Dec 2745, 2.4, CAPUT - Dispensa de licitação por valor confo",05/01/2018,12/02/2018,"R$ 362,72","R$ 362,72",Ativo,R$,362.72
Dispensa,INAFLEX INDUSTRIA E COMERCIO LTDA,52.786.803/0001-17,Mangueira montada,"Dec 2745, 2.4, CAPUT - Dispensa de licitação por valor confo",05/01/2018,28/05/2018,"R$ 87.946,21","R$ 87.946,21",Ativo,R$,87946.21
Dispensa,INTER-BRAS EQUIPAMENTOS TECNICOS E,10.750.286/0001-86,Voltímetro analógico,"Dec 2745, 2.4, CAPUT - Dispensa de licitação por valor confo",05/01/2018,16/05/2018,"R$ 721,01","R$ 721,01",Ativo,R$,721.01
Dispensa,COMMANDERS IND E COM DE CONFECCOES,01.699.525/0001-20,Macacão de proteção,"Dec 2745, 2.4, CAPUT - Dispensa de licitação por valor confo",08/01/2018,15/03/2018,"R$ 1.850,84","R$ 1.850,84",Ativo,R$,1850.84
Dispensa,ABB LTDA,61.074.829/0001-23,Lâmpada específica,"Dispensa, Dec. 2745, 2.4, CAPUT - Contratação Direta",05/01/2018,16/04/2018,"R$ 16.764,30","R$ 16.764,30",Ativo,R$,16764.30
Dispensa,SMITHS BRASIL LTDA,04.480.563/0001-85,Delinear serviços e materiais a serem aplicados para o repar,"Dispensa, Dec. 2745, 2.4, CAPUT - Contratação Direta",09/01/2018,08/07/2018,"R$ 1,00","R$ 1,00",Ativo,R$,1.00
Dispensa,FABRICA MINEIRA DE ELETRODOS E,22.671.564/0001-99,"Eletrodo solda A5.1-E7018 3,2mm","Dec 2745, 2.4, CAPUT - Dispensa de licitação por valor confo",05/01/2018,26/01/2018,"R$ 1.270,76","R$ -38,43",Concluído,R$,1270.76
Dispensa,ALPHA EQUIPAMENTOS ELETRICOS LTDA,47.876.552/0001-21,Caixa modular,"Dec 2745, 2.4, CAPUT - Dispensa de licitação por valor confo",05/01/2018,12/02/2018,"R$ 1.163,26","R$ 0,00",Concluído,R$,1163.26
Dispensa,SCHLUMBERGER TECHNOLOGY CORPORATION,EXTERNO,ENSAIOS DESTRUTIVOS E NÃO DESTRUTIVOS,"Dec 2745, 2.4, CAPUT - Dispensa de licitação por valor confo",02/01/2018,02/01/2018,"US$ 750,00","US$ 0,00",Concluído,US$,750.00
Convite,SAFRA SEGUROS GERAIS S.A.,06.109.373/0001-81,pagamento de seguro garantia judicial,"3.1, C - Mínimo de 3 fornecedores, do ramo pertinente ao obj",21/02/2018,21/02/2023,"R$ 137.172,35","R$ 0,00",Ativo,R$,137172.35
Dispensa,LABSYNTH PRODUTOS PARA LABORATORIOS,51.462.471/0001-52,Compostos Químicos para Laboratório,"Dec 2745, 2.4, CAPUT - Dispensa de licitação por valor confo",09/01/2018,08/02/2018,"R$ 8.024,77","R$ 0,00",Concluído,R$,8024.77
Dispensa,TECFLUX LTDA.,60.933.017/0001-23,10.040.775 União reta 1/4  tubo x 10.040.775 União reta 1/4,"Dec 2745, 2.4, CAPUT - Dispensa de licitação por valor confo",09/01/2018,15/02/2018,"R$ 15.183,23","R$ -2.592,26",Concluído,R$,15183.23
